RUN,PLNSGAII,NSGAII,NSGA-III,MOEAD,SCHMIEDLE
1.0,0.00022453334338054688,0.011057389641689742,0.01894146680875209,0.0015707992025581,0.6686964511065441
2.0,0.00013654761979497667,0.016840035495206924,0.01822244761804595,0.0016335975890675674,0.5143784737680627
3.0,0.00014959024282735337,0.011021067180105893,0.018545770284565645,0.0011823254211169266,0.6014815442191878
4.0,9.635046866649831e-5,0.018521344203356143,0.01781916456928876,0.001251686790998167,0.47941358293583747
5.0,0.00021970889455278725,0.011059647525327343,0.018304429715377976,0.001441126423995311,0.5532655234808226
6.0,0.0031212624510671984,0.019407062198187323,0.020986757252811735,0.004468397508353834,0.326176570727405
7.0,0.00019793713630384904,0.011515882139386736,0.018611658308714498,0.0017835953988470886,0.3784169306564406
8.0,0.0012570061123380008,0.018393557329974188,0.019185935876938755,0.0024931123741947217,0.3202234499870982
9.0,0.00017906235176219035,0.011029954152137613,0.018832627753884452,0.0015061817081689413,0.5216583446334975
10.0,0.00010525891338703875,0.016073212015029474,0.01810617780161874,0.0015564769891836677,0.5186208062442486
11.0,0.0003768074445970117,0.01099635674585925,0.018462490131542664,0.0014072746714738197,0.4440731651194071
12.0,9.383153124918809e-5,0.016392592280148593,0.018496308808840886,0.0013748813648771193,0.3589473869935591
13.0,0.00018413509193419302,0.010759655652759504,0.01851005303801431,0.0014314161682661354,0.4480142072250501
14.0,0.00021826657920929562,0.017248951291850927,0.017825292402625093,0.0014054201817661567,0.3174431145885651
15.0,0.00018009301261206657,0.010996718088754446,0.018393974980127636,0.001441475219028682,0.5126417991269633
16.0,0.0006116160600028514,0.0169286980267969,0.01858865906881705,0.001771590105534267,0.46512223595182123
17.0,0.00012666065519771863,0.007769717641737458,0.019416286018001702,0.0012727681182266486,0.43167889304278606
18.0,0.00024450483929816156,0.005258042865617741,0.01719829408428684,0.001578894580885702,0.3610716245701929
19.0,0.00027809114096853606,0.007817540309328434,0.019888040730699122,0.0015825033710723314,0.4845242120235142
20.0,0.002121208406953875,0.007035180134856343,0.019449002753538502,0.0035450017756087776,0.3151440811091189
21.0,0.00034919848422733943,0.007636006381409622,0.018436691535894313,0.0014478320722941427,0.5968861951784538
22.0,7.741360207892282e-5,0.00473368291837758,0.017271729665258077,0.0013848005933259466,0.4338341984671047
23.0,0.00012758372256651624,0.007441460488849709,0.019694821345733717,0.0013794457876380721,0.6853130684769804
24.0,8.406656487336888e-5,0.005022822257805769,0.017162353350883775,0.0014846448209927846,0.39900391238075944
25.0,0.00015612501764051629,0.006953215248332992,0.019172559185571512,0.0013629097563398818,0.538707166778036
26.0,0.00010425894084400323,0.004587751358497468,0.01730704593689375,0.0012533152354374261,0.4817286163925323
27.0,0.000942823372768134,0.007812150641799184,0.019625305753948694,0.0020499104243804447,0.3425841039402665
28.0,0.0016932776003631552,0.006531446679925985,0.019634332416337014,0.002991980615182223,0.2541548081292501
29.0,0.0001575080977336213,0.007317914625559401,0.019886646089569745,0.0011748846506281468,0.3790851144666654
30.0,0.0001136608950780802,0.00473657151106547,0.017341929016736007,0.0014299819517379678,0.44510180027102814
31.0,0.00018484116494028242,0.0074125663660135725,0.018145854114955152,0.001138382167938887,0.496203266042357
32.0,0.00010629729804759823,0.004869857562012941,0.017106832443017396,0.0013369716896876713,0.5559718647744074
33.0,0.0001381765425744012,0.02663044129597709,0.031401599201542174,0.0011968764974276886,0.5845470821769438
34.0,0.00020749522951238228,0.007423119195544851,0.029009248092557567,0.0014634292280768359,0.521818667631979
35.0,0.00031351099318961955,0.02548158947172251,0.0313395668416712,0.00158172639052879,0.40284919216456366
36.0,0.0001578291223725978,0.0072529269340085595,0.02767847379934129,0.0015568679774901875,0.5017218561108036
37.0,0.0019258336151610398,0.027960617793965584,0.03045694163474501,0.00320954757260699,0.20366844929954367
38.0,0.00017853058669627995,0.006599744751730576,0.0280667436882158,0.0012374378294683287,0.6123679896845919
39.0,0.00014586611111155602,0.025181159556081748,0.031193184247671334,0.0014077742332290152,0.5434474173329203
40.0,0.00015984678630365996,0.007123678816907312,0.028643802437358718,0.0013018831323284967,0.4379505624518599
41.0,0.00016518804139959938,0.024289424365064594,0.0326304983947512,0.0014413591373373864,0.5813037399015386
42.0,0.00018325010043861512,0.007103240693375945,0.03112422510985507,0.001197452039589849,0.5067020372289879
43.0,0.00011449600633776115,0.02561891438724066,0.03131909219751117,0.0013306591253647692,0.4633991436386189
44.0,0.00019421536904052212,0.007366547287247644,0.028466967971700844,0.0014913882423767872,0.46826229841196954
45.0,0.0001844648983735858,0.026460819535138413,0.029404765166848926,0.001525466702734282,0.3821754589780645
46.0,0.0001871979902682187,0.006697261411659354,0.03152256888410581,0.0013188791602455777,0.4239427147282058
47.0,0.00013439087865025465,0.026413522890479376,0.030974493739658,0.0014238110675070946,0.5858243236652669
48.0,0.00024016314108639614,0.006902741073526274,0.028655031781568897,0.001639639368245786,0.47065859419230166
49.0,0.00023914643771746585,0.008045518559374002,0.022286240404728132,0.0014472324916664475,0.48406501534413715
50.0,0.0011784658931735708,0.004787365871129048,0.02217920510842726,0.002403256715962593,0.37996992011496455
