RUN,PLNSGAII,NSGAII,NSGA-III,MOEAD,SCHMIEDLE
1.0,0.12569844951685583,0.4137765207859325,0.43418387500498035,0.4583727395907349,0.27848462767210164
2.0,0.16583576113066634,0.4314086702939299,0.46255881474518795,0.49187550753091813,0.20126885856527177
3.0,0.12589184321718833,0.41892684514521467,0.4396067629364359,0.4632098985437009,0.3131769331616134
4.0,0.16558445692253074,0.4420828275474558,0.47147316295449454,0.5045839107620708,0.17664153667507476
5.0,0.0954096196406655,0.48835280170429174,0.5094188760589952,0.5331197977969412,0.07113596151259274
6.0,0.14382939645817389,0.45065412888243,0.4820945349302018,0.5136981689022533,0.13966602208677384
7.0,0.12052756994028609,0.4430656398657612,0.46368958630438434,0.4882745174943637,0.2438578477524567
8.0,0.15173651404288754,0.45883641767015315,0.4874220264616628,0.5237728638613195,0.13279837264667343
9.0,0.10056204230727803,0.48492012634911635,0.5058866662500741,0.5304140928028361,0.1493407480575944
10.0,0.18119828759898232,0.3951048186644122,0.42357830791386897,0.45330529097331435,0.2787255959099821
11.0,0.11972028673513385,0.46217793431984266,0.48379235714502916,0.503864169701435,0.18348780580655344
12.0,0.16607048294897098,0.44877613921556847,0.48122351940998503,0.510784850689577,0.17447856763431727
13.0,0.12061445295631561,0.43574859994591153,0.4563674117377345,0.4800302721433367,0.23302835931734162
14.0,0.1952395981058757,0.3859651180787583,0.4143671090567606,0.442841650840036,0.21554654220627925
15.0,0.13274300933681846,0.43745170435747766,0.4589575159314445,0.4787702045649024,0.2717621406261212
16.0,0.15659582414881917,0.45600307162013837,0.48796982738427397,0.5188103983202719,0.13519102365549257
17.0,0.12753992849369072,0.4203261486644646,0.47058814770995483,0.48922029580231785,0.14864179139165776
18.0,0.17710957306686817,0.43689779839691156,0.4476875736279229,0.47681278096971036,0.20916824229425182
19.0,0.13491280143242396,0.402701754887801,0.45048089657134377,0.4708903138972826,0.12174723903259153
20.0,0.1739177183714869,0.43103901603963674,0.4398217010637372,0.4697456710000805,0.2607196941468644
21.0,0.14257654561139962,0.40590802689620453,0.45364812540771027,0.47423369871488347,0.12868550325479589
22.0,0.17271501852439658,0.4663740535666909,0.48077812038552653,0.5077406719296955,0.19833723636362569
23.0,0.12375394410856616,0.41893495808208386,0.46738283333367076,0.4907970021406979,0.11095770831113294
24.0,0.16621656292535938,0.4575017031172938,0.4671395970222076,0.4984385835994112,0.12206087586174363
25.0,0.14466569376425265,0.4063785222145197,0.4541919727644963,0.47435800703710007,0.19437868189481386
26.0,0.18645252578492455,0.4484653586803859,0.4594836650091265,0.48792224257733485,0.1490860872252079
27.0,0.13520667968569006,0.4065348253062008,0.45417439840463386,0.47574189439699566,0.15534525461984944
28.0,0.16587137624126388,0.42909300949871115,0.4363861933186375,0.46718172976789407,0.1476474788714851
29.0,0.14381406295687513,0.37587390835851775,0.42091817280416466,0.44197520342288815,0.20655411968015228
30.0,0.1880005156931706,0.44807853170990514,0.45936345426476155,0.4883847496355686,0.1585971087997847
31.0,0.11841511812420463,0.432896911760474,0.4834046820390307,0.5056602154522207,0.10623089742815918
32.0,0.1770780770996526,0.4441647802167016,0.4545676959229352,0.48300901150747516,0.17747473269760475
33.0,0.15491933248804274,0.5423433870636216,0.45639288113646187,0.4858949591501847,0.21131758638769635
34.0,0.15912419905571124,0.4175942288797646,0.4218563510176436,0.4454653588283793,0.16409678935309677
35.0,0.19262751487661858,0.49867069205559045,0.4183743218129106,0.44594197285149456,0.2563165027796168
36.0,0.15482093007751993,0.4344230376635821,0.43842448195780676,0.46098876437839464,0.2108585208054296
37.0,0.1743419179673597,0.5498865049863659,0.46778691543602186,0.493641642654242,0.20517613940014057
38.0,0.1775309416664204,0.4128371881005134,0.4174217278903578,0.4392177742218902,0.21574097995403838
39.0,0.15435313695089214,0.550847060309342,0.46073602008482395,0.4936310195498882,0.10412879362649771
40.0,0.1423911257722072,0.4900890767307825,0.49345183780840945,0.515327145538822,0.19572259536522252
41.0,0.19450051951570566,0.5211845922298962,0.43466129542122645,0.46608299764440103,0.16790812790217644
42.0,0.14738622060270562,0.45822486168942445,0.4618483015395354,0.4847854819063647,0.1089311355022224
43.0,0.16526219600903133,0.5531961101435257,0.46891294058083866,0.496841221244761,0.18993866334446832
44.0,0.1649239418945641,0.4198128011567339,0.42406704084931734,0.4473167137564063,0.17063655536475478
45.0,0.15625354199014052,0.5558354311579627,0.46798455638855496,0.49859586387168153,0.14397819127372935
46.0,0.1328721349477474,0.5074371058121293,0.5105747631176363,0.5328316341553583,0.1405032027709578
47.0,0.17031919777148605,0.5268493528669601,0.4359243433466993,0.470594725207512,0.24387810886116795
48.0,0.13833119446472864,0.4768223261766748,0.48014923371174634,0.5028006118771026,0.17266214917173717
49.0,0.1565139793721243,0.394965979560759,0.45079960244740175,0.4360802170147817,0.16091406923892518
50.0,0.1804498250638779,0.4772279155781079,0.43106986700946914,0.415954078073115,0.2441428086064065
